question_id,level,round,arm,position,status,valid,duration_ms,law_ids,selection_chars_before,selection_chars_after
l2-013-cn-transfer,100,1,original,1,ok,1,141642.298,1,12490,12490
l2-017-de-breach,100,1,original,1,ok,1,237003.349,1,10433,10433
l2-022-fr-breach,100,1,original,1,ok,1,136835.291,2,14061,14061
l2-024-fr-consumer,100,1,original,1,ok,1,140338.308,3,18608,18608
l2-026-uk-data-rights,100,1,original,1,ok,1,165955.328,0,,
l2-029-uk-consumer,100,1,original,1,ok,1,144571.358,2,18523,18523
l2-034-ca-consumer,100,1,original,1,ok,1,135266.475,1,4183,4183
l2-035-ca-worker,100,1,original,1,ok,1,199785.146,2,12496,12496
l2-036-au-data-rights,100,1,original,1,ok,1,172374.722,0,,
l2-038-au-transfer,100,1,original,1,ok,1,239778.889,2,19625,19625
l2-039-au-consumer,100,1,original,1,ok,1,240572.788,3,9500,9500
l2-040-au-worker,100,1,original,1,ok,1,112309.495,2,4057,4057
l2-045-sg-worker,100,1,original,1,ok,1,200673.887,1,11064,11064
l2-046-vn-data-rights,100,1,original,1,ok,1,236557.395,2,11418,11418
l2-047-vn-breach,100,1,original,1,ok,1,224167.963,5,11515,11515
l2-051-th-data-rights,100,1,original,1,ok,1,274954.082,1,9181,9181
l2-052-th-breach,100,1,original,1,ok,1,76348.65,2,7597,7597
l2-053-th-transfer,100,1,original,1,ok,1,121164.525,1,10563,10563
l2-054-th-consumer,100,1,original,1,ok,1,215855.381,2,5633,5633
l2-055-th-worker,100,1,original,1,ok,1,200700.579,4,9356,9356
l2-056-id-data-rights,100,1,original,1,ok,1,180149.137,1,7438,7438
l2-057-id-breach,100,1,original,1,ok,1,166864.258,2,6847,6847
l2-060-id-worker,100,1,original,1,ok,1,219996.827,1,11993,11993
l2-061-my-data-rights,100,1,original,1,ok,1,264750.074,1,14020,14020
l2-064-my-consumer,100,1,original,1,ok,1,221427.946,4,5533,5533
l2-066-ph-data-rights,100,1,original,1,ok,1,232069.356,1,8395,8395
l2-067-ph-breach,100,1,original,1,ok,1,199664.911,2,22469,22469
l2-068-ph-transfer,100,1,original,1,ok,1,205817.28,1,17208,17208
l2-070-ph-worker,100,1,original,1,ok,1,208975.896,1,15929,15929
l2-071-in-data-rights,100,1,original,1,ok,1,138380.635,1,17128,17128
l2-072-in-breach,100,1,original,1,ok,1,123123.577,2,14524,14524
l2-073-in-transfer,100,1,original,1,ok,1,185154.255,2,13023,13023
l2-081-es-data-rights,100,1,original,1,ok,1,146289.727,2,12888,12888
l2-082-es-breach,100,1,original,1,ok,1,127158.433,3,13297,13297
l2-083-es-transfer,100,1,original,1,ok,1,242807.18,0,23525,23525
l2-084-es-consumer,100,1,original,1,ok,1,82221.702,4,19285,19285
l2-085-es-worker,100,1,original,1,ok,1,134097.021,2,15423,15423
l2-086-it-data-rights,100,1,original,1,ok,1,7196.565,0,,
l2-087-it-breach,100,1,original,1,ok,1,7338.622,0,,
l2-088-it-transfer,100,1,original,1,ok,1,119202.702,0,,
l2-089-it-consumer,100,1,original,1,ok,1,3573.048,0,,
l2-090-it-worker,100,1,original,1,ok,1,3556.377,0,,
l2-091-nl-data-rights,100,1,original,1,ok,1,83511.438,0,,
l2-092-nl-breach,100,1,original,1,ok,1,7104.471,0,,
l2-096-nz-data-rights,100,1,original,1,ok,1,139722.551,3,10443,10443
l2-100-nz-worker,100,1,original,1,ok,1,126922.788,3,7221,7221
l3-001-jp-transfer,100,1,original,1,ok,1,179233.275,0,7197,7197
l3-002-jp-breach,100,1,original,1,ok,1,228831.907,4,12716,12716
l3-005-jp-worker-ai,100,1,original,1,ok,1,205560.069,0,4392,4392
l3-007-us-breach,100,1,original,1,ok,1,173036.44,3,16649,16649
l3-008-us-consumer,100,1,original,1,ok,1,146972.051,3,9845,9845
l3-010-us-worker-ai,100,1,original,1,ok,1,127514.081,0,7175,7175
l3-011-cn-transfer,100,1,original,1,ok,1,122204.561,0,12755,12755
l3-013-cn-consumer,100,1,original,1,ok,1,177624.111,0,3970,3970
l3-014-cn-platform,100,1,original,1,ok,1,196842.351,1,1482,1482
l3-015-cn-worker-ai,100,1,original,1,ok,1,128238.568,0,8476,8476
l3-016-de-transfer,100,1,original,1,ok,1,127548.586,0,12755,12755
l3-018-de-consumer,100,1,original,1,ok,1,266265.317,6,10007,10007
l3-019-de-platform,100,1,original,1,ok,1,150750.569,2,15399,15399
l3-020-de-worker-ai,100,1,original,1,ok,1,127949.722,0,8368,8368
l3-023-fr-consumer,100,1,original,1,ok,1,190727.397,2,18723,18723
l3-025-fr-worker-ai,100,1,original,1,ok,1,176480.754,0,22180,22180
l3-026-uk-transfer,100,1,original,1,ok,1,128197.614,0,13411,13411
l3-028-uk-consumer,100,1,original,1,ok,1,124558.884,0,7451,7451
l3-030-uk-worker-ai,100,1,original,1,ok,1,124420.083,0,4292,4292
l3-032-ca-breach,100,1,original,1,ok,1,125037.542,0,10725,10725
l3-033-ca-consumer,100,1,original,1,ok,1,153377.642,1,3365,3365
l3-037-au-breach,100,1,original,1,ok,1,219451.493,1,5404,5404
l3-039-au-platform,100,1,original,1,ok,1,128639.04,0,14860,14860
l3-041-sg-transfer,100,1,original,1,ok,1,166808.321,0,20275,20275
l3-043-sg-consumer,100,1,original,1,ok,1,169442.518,0,4226,4226
l3-045-sg-worker-ai,100,1,original,1,ok,1,3999.972,0,,
l3-046-vn-transfer,100,1,original,1,ok,1,127573.34,0,9990,9990
l3-047-vn-breach,100,1,original,1,ok,1,127813.815,0,10723,10723
l3-053-th-consumer,100,1,original,1,ok,1,266512.544,2,11856,11856
l3-054-th-platform,100,1,original,1,ok,1,92496.16,0,,
l3-056-id-transfer,100,1,original,1,ok,1,171631.031,0,10146,10146
l3-057-id-breach,100,1,original,1,ok,1,128356.946,0,18915,18915
l3-058-id-consumer,100,1,original,1,ok,1,167450.696,0,19316,19316
l3-059-id-platform,100,1,original,1,ok,1,7366.362,0,,
l3-062-my-breach,100,1,original,1,ok,1,125487.749,0,10556,10556
l3-063-my-consumer,100,1,original,1,ok,1,20039.025,0,,
l3-065-my-worker-ai,100,1,original,1,ok,1,165482.609,0,27006,27006
l3-066-ph-transfer,100,1,original,1,ok,1,214827.662,0,15398,15398
l3-067-ph-breach,100,1,original,1,ok,1,127706.779,0,25080,25080
l3-072-in-breach,100,1,original,1,ok,1,45187.82,0,,
l3-073-in-consumer,100,1,original,1,ok,1,163950.742,3,4404,4404
l3-075-in-worker-ai,100,1,original,1,ok,1,127558.204,0,8368,8368
l3-078-br-consumer,100,1,original,1,ok,1,161610.957,1,6798,6798
l3-079-br-platform,100,1,original,1,ok,1,153128.23,1,1482,1482
l3-081-es-transfer,100,1,original,1,ok,1,95164.201,0,,
l3-082-es-breach,100,1,original,1,ok,1,213312.198,1,24152,24152
l3-088-it-consumer,100,1,original,1,ok,1,8003.409,0,,
l3-092-nl-breach,100,1,original,1,ok,1,8362.093,0,,
l3-098-nz-consumer,100,1,original,1,ok,1,199661.681,3,18723,18723
l3-100-nz-worker-ai,100,1,original,1,ok,1,128238.152,0,18432,18432
l4-001-jp-digital-platform,100,1,original,1,ok,1,243931.916,0,14117,14117
l4-004-jp-fintech,100,1,original,1,ok,1,150624.729,5,5371,5371
l4-008-us-online-sales,100,1,original,1,ok,1,288923.712,3,6816,6816
l4-009-us-fintech,100,1,original,1,ok,1,271770.722,6,12266,12266
l4-012-cn-automated-hiring,100,1,original,1,ok,1,247359.785,0,8376,8376
l4-015-cn-manufacturer,100,1,original,1,ok,1,273137.015,6,4731,4731
l4-016-de-digital-platform,100,1,original,1,ok,1,198878.726,3,17609,17609
l4-020-de-manufacturer,100,1,original,1,ok,1,185432.657,6,9282,9282
l4-021-fr-digital-platform,100,1,original,1,ok,1,185144.316,2,21543,21543
l4-022-fr-automated-hiring,100,1,original,1,ok,1,247715.468,0,26352,26352
l4-023-fr-online-sales,100,1,original,1,ok,1,110319.916,5,20824,20824
l4-024-fr-fintech,100,1,original,1,ok,1,241170.821,2,23838,23838
l4-027-uk-automated-hiring,100,1,original,1,ok,1,247281.557,0,7729,7729
l4-029-uk-fintech,100,1,original,1,ok,1,238068.036,3,6139,6139
l4-032-ca-automated-hiring,100,1,original,1,ok,1,249211.637,4,15592,15592
l4-034-ca-fintech,100,1,original,1,ok,1,229984.815,1,4169,4169
l4-036-au-digital-platform,100,1,original,1,ok,1,263317.618,3,16258,16258
l4-038-au-online-sales,100,1,original,1,ok,1,185506.668,1,9688,9688
l4-039-au-fintech,100,1,original,1,ok,1,243502.586,2,15464,15464
l4-040-au-manufacturer,100,1,original,1,ok,1,243919.986,0,6383,6383
l4-044-sg-fintech,100,1,original,1,ok,1,242127.796,2,18760,18760
l4-045-sg-manufacturer,100,1,original,1,ok,1,221032.298,3,2864,2864
l4-051-th-digital-platform,100,1,original,1,ok,1,246058.746,1,11182,11182
l4-054-th-fintech,100,1,original,1,ok,1,241130.964,3,3926,3926
l4-055-th-manufacturer,100,1,original,1,ok,1,181373.571,6,6617,6617
l4-058-id-online-sales,100,1,original,1,ok,1,206735.93,4,8239,8239
l4-059-id-fintech,100,1,original,1,ok,1,241081.413,1,17311,17311
l4-063-my-online-sales,100,1,original,1,ok,1,99426.742,3,5225,5225
l4-065-my-manufacturer,100,1,original,1,ok,1,232147.458,2,4845,4845
l4-067-ph-automated-hiring,100,1,original,1,ok,1,247042.567,0,5510,5510
l4-069-ph-fintech,100,1,original,1,ok,1,237522.502,4,8266,8266
l4-070-ph-manufacturer,100,1,original,1,ok,1,188078.296,9,7530,7530
l4-071-in-digital-platform,100,1,original,1,ok,1,214500.441,2,22506,22506
l4-072-in-automated-hiring,100,1,original,1,ok,1,247759.761,0,10554,10554
l4-075-in-manufacturer,100,1,original,1,ok,1,177484.992,2,4668,4668
l4-080-br-manufacturer,100,1,original,1,ok,1,235570.425,2,6510,6510
l4-081-es-digital-platform,100,1,original,1,ok,1,214509.358,2,12843,12843
l4-082-es-automated-hiring,100,1,original,1,ok,1,258559.987,1,15198,15198
l4-083-es-online-sales,100,1,original,1,ok,1,290309.095,3,16653,16653
l4-088-it-online-sales,100,1,original,1,ok,1,7021.193,0,,
l4-089-it-fintech,100,1,original,1,ok,1,27676.336,0,,
l4-090-it-manufacturer,100,1,original,1,ok,1,7174.468,0,,
l4-092-nl-automated-hiring,100,1,original,1,ok,1,7799.45,0,,
l4-093-nl-online-sales,100,1,original,1,ok,1,94219.563,0,,
l4-094-nl-fintech,100,1,original,1,ok,1,7672.113,0,,
l4-095-nl-manufacturer,100,1,original,1,ok,1,86894.265,0,,
l4-096-nz-digital-platform,100,1,original,1,ok,1,218493.37,3,5786,5786
l4-097-nz-automated-hiring,100,1,original,1,ok,1,247428.416,0,7518,7518
l4-099-nz-fintech,100,1,original,1,ok,1,244260.054,1,18660,18660
l4-100-nz-manufacturer,100,1,original,1,ok,1,236255.247,2,12098,12098
l1-001-jp,100,1,reduce,3,ok,1,116564.854,5,7288,4216
l1-002-jp,100,1,reduce,3,ok,1,127087.304,0,10180,5217
l1-003-jp,100,1,reduce,3,ok,1,175419.568,1,9238,6242
l1-005-jp,100,1,reduce,3,ok,1,166658.505,4,2426,1546
l1-010-us,100,1,reduce,3,ok,1,161325.376,2,14100,2578
l1-012-cn,100,1,reduce,3,ok,1,241876.342,2,6783,4146
l1-013-cn,100,1,reduce,3,ok,1,200754.841,1,6991,4371
l1-018-de,100,1,reduce,3,ok,1,232967.617,4,9933,4929
l1-019-de,100,1,reduce,3,ok,1,76584.272,3,23400,3735
l1-023-fr,100,1,reduce,3,ok,1,198861.411,0,26211,10039
l1-024-fr,100,1,reduce,3,ok,1,137390.75,0,17877,6432
l1-025-fr,100,1,reduce,3,ok,1,212641.278,2,13199,4235
l1-027-uk,100,1,reduce,3,ok,1,138181.336,0,6148,3677
l1-031-ca,100,1,reduce,3,ok,1,181703.936,4,9753,5724
l1-032-ca,100,1,reduce,3,ok,1,190533.49,1,2328,1327
l1-033-ca,100,1,reduce,3,ok,1,206158.88,3,7197,2079
l1-035-ca,100,1,reduce,3,ok,1,177611.839,0,9148,4466
l1-036-au,100,1,reduce,3,ok,1,171254.624,5,23747,3574
l1-037-au,100,1,reduce,3,ok,1,160146.266,2,6135,2823
l1-038-au,100,1,reduce,3,ok,1,133317.576,0,27052,5793
l1-039-au,100,1,reduce,3,ok,1,161917.598,1,10110,4894
l1-040-au,100,1,reduce,3,ok,1,197694.059,3,24374,4680
l1-041-sg,100,1,reduce,3,ok,1,195110.965,1,22558,8527
l1-042-sg,100,1,reduce,3,ok,1,135220.551,0,18165,6691
l1-044-sg,100,1,reduce,3,ok,1,192605.439,3,10069,3178
l1-046-vn,100,1,reduce,3,ok,1,184980.98,1,789,525
l1-049-vn,100,1,reduce,3,ok,1,128284.75,2,19841,7354
l1-050-vn,100,1,reduce,3,ok,1,184438.43,4,11069,5666
l1-051-th,100,1,reduce,3,ok,1,173194.826,1,7247,4600
l1-052-th,100,1,reduce,3,ok,1,171410.743,1,9447,5478
l1-053-th,100,1,reduce,3,ok,1,165395.691,0,12821,8136
l1-054-th,100,1,reduce,3,ok,1,131443.671,0,11230,6871
l1-055-th,100,1,reduce,3,ok,1,167625.2,2,8940,3102
l1-059-id,100,1,reduce,3,ok,1,184573.762,1,11312,6690
l1-060-id,100,1,reduce,3,ok,1,176206.805,3,4549,3081
l1-062-my,100,1,reduce,3,ok,1,130676.154,0,12785,8316
l1-065-my,100,1,reduce,3,ok,1,194467.667,3,8238,3940
l1-068-ph,100,1,reduce,3,ok,1,253597.332,1,17211,9658
l1-070-ph,100,1,reduce,3,ok,1,123389.526,0,21636,6843
l1-075-in,100,1,reduce,3,ok,1,141618.372,1,14522,11454
l1-078-br,100,1,reduce,3,ok,1,184172.156,1,3690,1546
l1-081-es,100,1,reduce,3,ok,1,178094.631,3,19919,10157
l1-082-es,100,1,reduce,3,ok,1,240233.15,5,12552,5945
l1-085-es,100,1,reduce,3,ok,1,179208.131,1,6458,2901
l1-091-nl,100,1,reduce,3,ok,1,24348.137,0,,
l1-092-nl,100,1,reduce,3,ok,1,123622.603,0,,
l1-094-nl,100,1,reduce,3,ok,1,95191.788,0,,
l1-095-nl,100,1,reduce,3,ok,1,28244.531,0,,
l1-097-nz,100,1,reduce,3,ok,1,200043.39,2,11822,4512
l1-098-nz,100,1,reduce,3,ok,1,231253.044,1,9519,2127
l2-001-jp-data-rights,100,1,reduce,3,ok,1,71731.523,1,6919,4331
l2-002-jp-breach,100,1,reduce,3,ok,1,187884.041,3,3108,2112
l2-003-jp-transfer,100,1,reduce,3,ok,1,80446.655,2,13808,5496
l2-010-us-worker,100,1,reduce,3,ok,1,77582.758,2,15612,5228
l2-013-cn-transfer,100,1,reduce,3,ok,1,68836.281,1,12490,6712
l2-017-de-breach,100,1,reduce,3,ok,1,183454.71,2,10431,5163
l2-022-fr-breach,100,1,reduce,3,ok,1,98537.021,3,14059,5192
l2-024-fr-consumer,100,1,reduce,3,ok,1,75208.533,2,18608,6010
l2-026-uk-data-rights,100,1,reduce,3,ok,1,195612.947,3,3669,2426
l2-029-uk-consumer,100,1,reduce,3,ok,1,126652.938,2,18523,8843
l2-034-ca-consumer,100,1,reduce,3,ok,1,68964.455,1,4183,2205
l2-035-ca-worker,100,1,reduce,3,ok,1,173513.112,2,12496,4322
l2-036-au-data-rights,100,1,reduce,3,ok,1,206354.529,2,12681,4100
l2-038-au-transfer,100,1,reduce,3,ok,1,141377.995,2,19625,5758
l2-039-au-consumer,100,1,reduce,3,ok,1,193140.675,3,9500,4326
l2-040-au-worker,100,1,reduce,3,ok,1,85616.786,2,4057,2770
l2-045-sg-worker,100,1,reduce,3,ok,1,173156.25,1,11064,4423
l2-046-vn-data-rights,100,1,reduce,3,ok,1,201781.395,2,11418,5942
l2-047-vn-breach,100,1,reduce,3,ok,1,189316.483,4,10566,4230
l2-051-th-data-rights,100,1,reduce,3,ok,1,198075.233,1,9181,6443
l2-052-th-breach,100,1,reduce,3,ok,1,90707.854,2,7597,4614
l2-053-th-transfer,100,1,reduce,3,ok,1,76979.374,1,10563,7155
l2-054-th-consumer,100,1,reduce,3,ok,1,190186.927,2,5633,2751
l2-055-th-worker,100,1,reduce,3,ok,1,168590.624,2,9356,3416
l2-056-id-data-rights,100,1,reduce,3,ok,1,151175.099,1,7438,4222
l2-057-id-breach,100,1,reduce,3,ok,1,103965.507,2,6847,2599
l2-060-id-worker,100,1,reduce,3,ok,1,206335.603,1,11993,6920
l2-061-my-data-rights,100,1,reduce,3,ok,1,207430.221,1,12630,5604
l2-064-my-consumer,100,1,reduce,3,ok,1,178857.512,4,5533,2939
l2-066-ph-data-rights,100,1,reduce,3,ok,1,133406.584,1,8395,5135
l2-067-ph-breach,100,1,reduce,3,ok,1,210276.105,2,22469,8201
l2-068-ph-transfer,100,1,reduce,3,ok,1,175554.957,1,17208,7814
l2-070-ph-worker,100,1,reduce,3,ok,1,204825.909,1,15929,7460
l2-071-in-data-rights,100,1,reduce,3,ok,1,128776.574,1,18470,5881
l2-072-in-breach,100,1,reduce,3,ok,1,98326.577,3,14524,4193
l2-073-in-transfer,100,1,reduce,3,ok,1,182661.172,2,13023,4151
l2-081-es-data-rights,100,1,reduce,3,ok,1,126819.987,2,12890,7471
l2-082-es-breach,100,1,reduce,3,ok,1,72281.885,3,13297,2708
l2-083-es-transfer,100,1,reduce,3,ok,1,189365.808,2,23525,9554
l2-084-es-consumer,100,1,reduce,3,ok,1,96323.253,4,19285,7712
l2-085-es-worker,100,1,reduce,3,ok,1,83700.531,2,15956,7871
l2-086-it-data-rights,100,1,reduce,3,ok,1,7067.213,0,,
l2-087-it-breach,100,1,reduce,3,ok,1,7853.915,0,,
l2-088-it-transfer,100,1,reduce,3,ok,1,64000.386,0,,
l2-089-it-consumer,100,1,reduce,3,ok,1,3395.424,0,,
l2-090-it-worker,100,1,reduce,3,ok,1,3827.722,0,,
l2-091-nl-data-rights,100,1,reduce,3,ok,1,18923.226,0,,
l2-092-nl-breach,100,1,reduce,3,ok,1,7445.435,0,,
l2-096-nz-data-rights,100,1,reduce,3,ok,1,119791.514,2,10443,3245
l2-100-nz-worker,100,1,reduce,3,ok,1,86991.216,3,7221,4778
l3-001-jp-transfer,100,1,reduce,3,ok,1,166867.139,1,19777,6022
l3-002-jp-breach,100,1,reduce,3,ok,1,175292.911,3,12720,6670
l3-005-jp-worker-ai,100,1,reduce,3,ok,1,151058.531,2,4400,2110
l3-007-us-breach,100,1,reduce,3,ok,1,131286.785,3,10073,4196
l3-008-us-consumer,100,1,reduce,3,ok,1,109834.301,4,9845,4022
l3-010-us-worker-ai,100,1,reduce,3,ok,1,140836.263,2,6194,3090
l3-011-cn-transfer,100,1,reduce,3,ok,1,122608.344,0,12757,5244
l3-013-cn-consumer,100,1,reduce,3,ok,1,129071.483,0,3970,2777
l3-014-cn-platform,100,1,reduce,3,ok,1,126932.509,0,1482,703
l3-015-cn-worker-ai,100,1,reduce,3,ok,1,147105.022,2,6476,4435
l3-016-de-transfer,100,1,reduce,3,ok,1,130934.068,2,12757,5244
l3-018-de-consumer,100,1,reduce,3,ok,1,189851.896,4,10007,4403
l3-019-de-platform,100,1,reduce,3,ok,1,140307.477,5,12938,5495
l3-020-de-worker-ai,100,1,reduce,3,ok,1,155230.351,2,8364,3044
l3-023-fr-consumer,100,1,reduce,3,ok,1,151305.436,3,18723,6787
l3-025-fr-worker-ai,100,1,reduce,3,ok,1,127345.217,0,22367,11530
l3-026-uk-transfer,100,1,reduce,3,ok,1,150107.796,2,13740,5163
l3-028-uk-consumer,100,1,reduce,3,ok,1,90319.109,3,9665,5729
l3-030-uk-worker-ai,100,1,reduce,3,ok,1,150428.181,3,14921,4575
l3-032-ca-breach,100,1,reduce,3,ok,1,196373.555,2,8945,4052
l3-033-ca-consumer,100,1,reduce,3,ok,1,127332.436,2,3365,1653
l3-037-au-breach,100,1,reduce,3,ok,1,156095.795,0,15005,3682
l3-039-au-platform,100,1,reduce,3,ok,1,158849.232,2,22450,9632
l3-041-sg-transfer,100,1,reduce,3,ok,1,125351.035,0,27089,7735
l3-043-sg-consumer,100,1,reduce,3,ok,1,125077.632,0,4226,2147
l3-045-sg-worker-ai,100,1,reduce,3,ok,1,4438.746,0,,
l3-046-vn-transfer,100,1,reduce,3,ok,1,128259.704,0,27089,7735
l3-047-vn-breach,100,1,reduce,3,ok,1,130687.323,4,8945,4052
l3-053-th-consumer,100,1,reduce,3,ok,1,205721.813,2,11856,4671
l3-054-th-platform,100,1,reduce,3,ok,1,27262.844,0,,
l3-056-id-transfer,100,1,reduce,3,ok,1,126659.393,0,12638,5802
l3-057-id-breach,100,1,reduce,3,ok,1,143513.761,3,18911,7827
l3-058-id-consumer,100,1,reduce,3,ok,1,122959.811,0,19316,6975
l3-059-id-platform,100,1,reduce,3,ok,1,3508.73,0,,
l3-062-my-breach,100,1,reduce,3,ok,1,125105.517,0,11753,6663
l3-063-my-consumer,100,1,reduce,3,ok,1,1968.357,0,,
l3-065-my-worker-ai,100,1,reduce,3,ok,1,126738.359,0,27014,5954
l3-066-ph-transfer,100,1,reduce,3,ok,1,213257.084,1,11631,3197
l3-067-ph-breach,100,1,reduce,3,ok,1,131237.466,2,13046,5349
l3-072-in-breach,100,1,reduce,3,ok,1,4127.94,0,,
l3-073-in-consumer,100,1,reduce,3,ok,1,119862.243,3,7923,2982
l3-075-in-worker-ai,100,1,reduce,3,ok,1,131662.416,2,8364,3044
l3-078-br-consumer,100,1,reduce,3,ok,1,109971.094,2,6798,3460
l3-079-br-platform,100,1,reduce,3,ok,1,112798.975,2,18698,6718
l3-081-es-transfer,100,1,reduce,3,ok,1,42704.933,0,,
l3-082-es-breach,100,1,reduce,3,ok,1,165470.26,2,23909,10371
l3-088-it-consumer,100,1,reduce,3,ok,1,7481.716,0,,
l3-092-nl-breach,100,1,reduce,3,ok,1,9539.352,0,,
l3-098-nz-consumer,100,1,reduce,3,ok,1,190568.672,1,7923,2982
l3-100-nz-worker-ai,100,1,reduce,3,ok,1,217217.251,1,19016,9083
l4-001-jp-digital-platform,100,1,reduce,3,ok,1,231178.11,3,15882,8234
l4-004-jp-fintech,100,1,reduce,3,ok,1,152194.653,4,4873,3085
l4-008-us-online-sales,100,1,reduce,3,ok,1,213247.192,4,6816,4576
l4-009-us-fintech,100,1,reduce,3,ok,1,215050.063,6,12266,4474
l4-012-cn-automated-hiring,100,1,reduce,3,ok,1,139357.662,5,7435,4966
l4-015-cn-manufacturer,100,1,reduce,3,ok,1,215986.105,6,4731,3238
l4-016-de-digital-platform,100,1,reduce,3,ok,1,185123.735,3,17611,3249
l4-020-de-manufacturer,100,1,reduce,3,ok,1,100145.985,5,9280,3598
l4-021-fr-digital-platform,100,1,reduce,3,ok,1,135067.785,2,21551,8921
l4-022-fr-automated-hiring,100,1,reduce,3,ok,1,137931.533,3,22817,6973
l4-023-fr-online-sales,100,1,reduce,3,ok,1,123288.234,5,19363,8204
l4-024-fr-fintech,100,1,reduce,3,ok,1,203215.765,1,24408,8153
l4-027-uk-automated-hiring,100,1,reduce,3,ok,1,214664.649,2,7727,4346
l4-029-uk-fintech,100,1,reduce,3,ok,1,191540.067,3,6141,2202
l4-032-ca-automated-hiring,100,1,reduce,3,ok,1,204732.998,5,15592,6459
l4-034-ca-fintech,100,1,reduce,3,ok,1,146342.202,2,4179,1468
l4-036-au-digital-platform,100,1,reduce,3,ok,1,191387.04,3,16254,4874
l4-038-au-online-sales,100,1,reduce,3,ok,1,157720.072,1,9684,4649
l4-039-au-fintech,100,1,reduce,3,ok,1,200677.133,3,15470,4977
l4-040-au-manufacturer,100,1,reduce,3,ok,1,203144.332,4,8199,4113
l4-044-sg-fintech,100,1,reduce,3,ok,1,200772.117,4,26459,9148
l4-045-sg-manufacturer,100,1,reduce,3,ok,1,181423.785,3,2864,1827
l4-051-th-digital-platform,100,1,reduce,3,ok,1,177732.156,1,11933,7804
l4-054-th-fintech,100,1,reduce,3,ok,1,202099.017,3,3922,2666
l4-055-th-manufacturer,100,1,reduce,3,ok,1,142195.427,6,6138,3446
l4-058-id-online-sales,100,1,reduce,3,ok,1,190059.122,3,7753,4418
l4-059-id-fintech,100,1,reduce,3,ok,1,214085.68,4,18231,7305
l4-063-my-online-sales,100,1,reduce,3,ok,1,146314.385,3,5223,3468
l4-065-my-manufacturer,100,1,reduce,3,ok,1,199273.541,2,4845,3022
l4-067-ph-automated-hiring,100,1,reduce,3,ok,1,210708.774,3,5942,3560
l4-069-ph-fintech,100,1,reduce,3,ok,1,193071.35,3,8264,4289
l4-070-ph-manufacturer,100,1,reduce,3,ok,1,159653.033,8,8293,5373
l4-071-in-digital-platform,100,1,reduce,3,ok,1,202034.055,2,21014,9442
l4-072-in-automated-hiring,100,1,reduce,3,ok,1,244540.546,5,10554,3888
l4-075-in-manufacturer,100,1,reduce,3,ok,1,110051.12,2,4670,2731
l4-080-br-manufacturer,100,1,reduce,3,ok,1,140386.908,4,6427,4302
l4-081-es-digital-platform,100,1,reduce,3,ok,1,204625.04,2,12843,6199
l4-082-es-automated-hiring,100,1,reduce,3,ok,1,212559.474,1,16101,8398
l4-083-es-online-sales,100,1,reduce,3,ok,1,249868.576,3,16710,8734
l4-088-it-online-sales,100,1,reduce,3,ok,1,7886.407,0,,
l4-089-it-fintech,100,1,reduce,3,ok,1,2017.106,0,,
l4-090-it-manufacturer,100,1,reduce,3,ok,1,7957.893,0,,
l4-092-nl-automated-hiring,100,1,reduce,3,ok,1,7690.284,0,,
l4-093-nl-online-sales,100,1,reduce,3,ok,1,28330.162,0,,
l4-094-nl-fintech,100,1,reduce,3,ok,1,3065.535,0,,
l4-095-nl-manufacturer,100,1,reduce,3,ok,1,19521.574,0,,
l4-096-nz-digital-platform,100,1,reduce,3,ok,1,192614.859,3,5784,3435
l4-097-nz-automated-hiring,100,1,reduce,3,ok,1,207245.358,4,7034,3836
l4-099-nz-fintech,100,1,reduce,3,ok,1,182716.962,2,18660,3462
l4-100-nz-manufacturer,100,1,reduce,3,ok,1,146488.833,3,10026,6893
l1-001-jp,100,2,combined,3,ok,1,100377.311,5,7288,4216
l1-002-jp,100,2,combined,3,ok,1,218181.261,2,10180,5217
l1-003-jp,100,2,combined,3,ok,1,180058.14,1,9238,6242
l1-005-jp,100,2,combined,3,ok,1,175179.908,4,2426,1546
l1-010-us,100,2,combined,3,ok,1,89936.353,2,14100,2578
l1-012-cn,100,2,combined,3,ok,1,240278.555,2,6783,4146
l1-013-cn,100,2,combined,3,ok,1,217540.771,1,6991,4371
l1-018-de,100,2,combined,3,ok,1,243519.309,4,9933,4929
l1-019-de,100,2,combined,3,ok,1,194386.091,3,23400,3735
l1-023-fr,100,2,combined,3,ok,1,279947.534,1,26211,10039
l1-024-fr,100,2,combined,3,ok,1,212212.997,2,17877,6432
l1-025-fr,100,2,combined,3,ok,1,220581.145,2,13199,4235
l1-027-uk,100,2,combined,3,ok,1,207696.83,2,6148,3677
l1-031-ca,100,2,combined,3,ok,1,189055.012,4,9753,5724
l1-032-ca,100,2,combined,3,ok,1,92671.524,1,2328,1327
l1-033-ca,100,2,combined,3,ok,1,222761.04,3,7197,2079
l1-035-ca,100,2,combined,3,ok,1,236090.513,1,9148,4466
l1-036-au,100,2,combined,3,ok,1,151950.668,5,23747,3574
l1-037-au,100,2,combined,3,ok,1,223407.631,2,6135,2823
l1-038-au,100,2,combined,3,ok,1,210670.093,5,27052,5793
l1-039-au,100,2,combined,3,ok,1,181355.322,1,10110,4894
l1-040-au,100,2,combined,3,ok,1,211131.09,3,24374,4680
l1-041-sg,100,2,combined,3,ok,1,163093.76,1,22558,8527
l1-042-sg,100,2,combined,3,ok,1,215656.416,3,18165,6691
